唯一id,等级,职业id,attribute
1906,106,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1140#"maximumHealth":8590#"shen":1160#"xin":3765#"li":2210#"expPoint":1000}
1907,107,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1150#"maximumHealth":8660#"shen":1170#"xin":3800#"li":2230#"expPoint":1000}
1908,108,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1160#"maximumHealth":8730#"shen":1180#"xin":3835#"li":2250#"expPoint":1000}
1909,109,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1170#"maximumHealth":8800#"shen":1190#"xin":3870#"li":2270#"expPoint":1000}
1910,110,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1180#"maximumHealth":8870#"shen":1200#"xin":3905#"li":2290#"expPoint":1000}
1911,111,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1190#"maximumHealth":8940#"shen":1210#"xin":3940#"li":2310#"expPoint":1000}
1912,112,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1200#"maximumHealth":9010#"shen":1220#"xin":3975#"li":2330#"expPoint":1000}
1913,113,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1210#"maximumHealth":9080#"shen":1230#"xin":4010#"li":2350#"expPoint":1000}
1914,114,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1220#"maximumHealth":9150#"shen":1240#"xin":4045#"li":2370#"expPoint":1000}
1915,115,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1230#"maximumHealth":9220#"shen":1250#"xin":4080#"li":2390#"expPoint":1000}
1916,116,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1240#"maximumHealth":9290#"shen":1260#"xin":4115#"li":2410#"expPoint":1000}
1917,117,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1250#"maximumHealth":9360#"shen":1270#"xin":4150#"li":2430#"expPoint":1000}
1918,118,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1260#"maximumHealth":9430#"shen":1280#"xin":4185#"li":2450#"expPoint":1000}
1919,119,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1270#"maximumHealth":9500#"shen":1290#"xin":4220#"li":2470#"expPoint":1000}
1920,120,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1280#"maximumHealth":9570#"shen":1300#"xin":4255#"li":2490#"expPoint":1000}
1921,121,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1290#"maximumHealth":9640#"shen":1310#"xin":4290#"li":2510#"expPoint":1000}
1922,122,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1300#"maximumHealth":9710#"shen":1320#"xin":4325#"li":2530#"expPoint":1000}
1923,123,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1310#"maximumHealth":9780#"shen":1330#"xin":4360#"li":2550#"expPoint":1000}
1924,124,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1320#"maximumHealth":9850#"shen":1340#"xin":4395#"li":2570#"expPoint":1000}
1925,125,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1330#"maximumHealth":9920#"shen":1350#"xin":4430#"li":2590#"expPoint":1000}
1926,126,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1340#"maximumHealth":9990#"shen":1360#"xin":4465#"li":2610#"expPoint":1000}
1927,127,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1350#"maximumHealth":10060#"shen":1370#"xin":4500#"li":2630#"expPoint":1000}
1928,128,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1360#"maximumHealth":10130#"shen":1380#"xin":4535#"li":2650#"expPoint":1000}
1929,129,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1370#"maximumHealth":10200#"shen":1390#"xin":4570#"li":2670#"expPoint":1000}
1930,130,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1380#"maximumHealth":10270#"shen":1400#"xin":4605#"li":2690#"expPoint":1000}
1931,131,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1390#"maximumHealth":10340#"shen":1410#"xin":4640#"li":2710#"expPoint":1000}
1932,132,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1400#"maximumHealth":10410#"shen":1420#"xin":4675#"li":2730#"expPoint":1000}
1933,133,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1410#"maximumHealth":10480#"shen":1430#"xin":4710#"li":2750#"expPoint":1000}
1934,134,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1420#"maximumHealth":10550#"shen":1440#"xin":4745#"li":2770#"expPoint":1000}
1935,135,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1430#"maximumHealth":10620#"shen":1450#"xin":4780#"li":2790#"expPoint":1000}
1936,136,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1440#"maximumHealth":10690#"shen":1460#"xin":4815#"li":2810#"expPoint":1000}
1937,137,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1450#"maximumHealth":10760#"shen":1470#"xin":4850#"li":2830#"expPoint":1000}
1938,138,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1460#"maximumHealth":10830#"shen":1480#"xin":4885#"li":2850#"expPoint":1000}
1939,139,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1470#"maximumHealth":10900#"shen":1490#"xin":4920#"li":2870#"expPoint":1000}
1940,140,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1480#"maximumHealth":10970#"shen":1500#"xin":4955#"li":2890#"expPoint":1000}
1941,141,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1490#"maximumHealth":11040#"shen":1510#"xin":4990#"li":2910#"expPoint":1000}
1942,142,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1500#"maximumHealth":11110#"shen":1520#"xin":5025#"li":2930#"expPoint":1000}
1943,143,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1510#"maximumHealth":11180#"shen":1530#"xin":5060#"li":2950#"expPoint":1000}
1944,144,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1520#"maximumHealth":11250#"shen":1540#"xin":5095#"li":2970#"expPoint":1000}
1945,145,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1530#"maximumHealth":11320#"shen":1550#"xin":5130#"li":2990#"expPoint":1000}
1946,146,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1540#"maximumHealth":11390#"shen":1560#"xin":5165#"li":3010#"expPoint":1000}
1947,147,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1550#"maximumHealth":11460#"shen":1570#"xin":5200#"li":3030#"expPoint":1000}
1948,148,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1560#"maximumHealth":11530#"shen":1580#"xin":5235#"li":3050#"expPoint":1000}
1949,149,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1570#"maximumHealth":11600#"shen":1590#"xin":5270#"li":3070#"expPoint":1000}
1950,150,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1580#"maximumHealth":11670#"shen":1600#"xin":5305#"li":3090#"expPoint":1000}
1951,151,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1590#"maximumHealth":11740#"shen":1610#"xin":5340#"li":3110#"expPoint":1000}
1952,152,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1600#"maximumHealth":11810#"shen":1620#"xin":5375#"li":3130#"expPoint":1000}
1953,153,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1610#"maximumHealth":11880#"shen":1630#"xin":5410#"li":3150#"expPoint":1000}
1954,154,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1620#"maximumHealth":11950#"shen":1640#"xin":5445#"li":3170#"expPoint":1000}
1955,155,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1630#"maximumHealth":12020#"shen":1650#"xin":5480#"li":3190#"expPoint":1000}
1956,156,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1640#"maximumHealth":12090#"shen":1660#"xin":5515#"li":3210#"expPoint":1000}
1957,157,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1650#"maximumHealth":12160#"shen":1670#"xin":5550#"li":3230#"expPoint":1000}
1958,158,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1660#"maximumHealth":12230#"shen":1680#"xin":5585#"li":3250#"expPoint":1000}
1959,159,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1670#"maximumHealth":12300#"shen":1690#"xin":5620#"li":3270#"expPoint":1000}
1960,160,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1680#"maximumHealth":12370#"shen":1700#"xin":5655#"li":3290#"expPoint":1000}
1961,161,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1690#"maximumHealth":12440#"shen":1710#"xin":5690#"li":3310#"expPoint":1000}
1962,162,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1700#"maximumHealth":12510#"shen":1720#"xin":5725#"li":3330#"expPoint":1000}
1963,163,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1710#"maximumHealth":12580#"shen":1730#"xin":5760#"li":3350#"expPoint":1000}
1964,164,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1720#"maximumHealth":12650#"shen":1740#"xin":5795#"li":3370#"expPoint":1000}
1965,165,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1730#"maximumHealth":12720#"shen":1750#"xin":5830#"li":3390#"expPoint":1000}
1966,166,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1740#"maximumHealth":12790#"shen":1760#"xin":5865#"li":3410#"expPoint":1000}
1967,167,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1750#"maximumHealth":12860#"shen":1770#"xin":5900#"li":3430#"expPoint":1000}
1968,168,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1760#"maximumHealth":12930#"shen":1780#"xin":5935#"li":3450#"expPoint":1000}
1969,169,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1770#"maximumHealth":13000#"shen":1790#"xin":5970#"li":3470#"expPoint":1000}
1970,170,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1780#"maximumHealth":13070#"shen":1800#"xin":6005#"li":3490#"expPoint":1000}
1971,171,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1790#"maximumHealth":13140#"shen":1810#"xin":6040#"li":3510#"expPoint":1000}
1972,172,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1800#"maximumHealth":13210#"shen":1820#"xin":6075#"li":3530#"expPoint":1000}
1973,173,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1810#"maximumHealth":13280#"shen":1830#"xin":6110#"li":3550#"expPoint":1000}
1974,174,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1820#"maximumHealth":13350#"shen":1840#"xin":6145#"li":3570#"expPoint":1000}
1975,175,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1830#"maximumHealth":13420#"shen":1850#"xin":6180#"li":3590#"expPoint":1000}
1976,176,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1840#"maximumHealth":13490#"shen":1860#"xin":6215#"li":3610#"expPoint":1000}
1977,177,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1850#"maximumHealth":13560#"shen":1870#"xin":6250#"li":3630#"expPoint":1000}
1978,178,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1860#"maximumHealth":13630#"shen":1880#"xin":6285#"li":3650#"expPoint":1000}
1979,179,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1870#"maximumHealth":13700#"shen":1890#"xin":6320#"li":3670#"expPoint":1000}
1980,180,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1880#"maximumHealth":13770#"shen":1900#"xin":6355#"li":3690#"expPoint":1000}
1981,181,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1890#"maximumHealth":13840#"shen":1910#"xin":6390#"li":3710#"expPoint":1000}
1982,182,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1900#"maximumHealth":13910#"shen":1920#"xin":6425#"li":3730#"expPoint":1000}
1983,183,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1910#"maximumHealth":13980#"shen":1930#"xin":6460#"li":3750#"expPoint":1000}
1984,184,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1920#"maximumHealth":14050#"shen":1940#"xin":6495#"li":3770#"expPoint":1000}
1985,185,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1930#"maximumHealth":14120#"shen":1950#"xin":6530#"li":3790#"expPoint":1000}
1986,186,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1940#"maximumHealth":14190#"shen":1960#"xin":6565#"li":3810#"expPoint":1000}
1987,187,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1950#"maximumHealth":14260#"shen":1970#"xin":6600#"li":3830#"expPoint":1000}
1988,188,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1960#"maximumHealth":14330#"shen":1980#"xin":6635#"li":3850#"expPoint":1000}
1989,189,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1970#"maximumHealth":14400#"shen":1990#"xin":6670#"li":3870#"expPoint":1000}
1990,190,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1980#"maximumHealth":14470#"shen":2000#"xin":6705#"li":3890#"expPoint":1000}
1991,191,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1990#"maximumHealth":14540#"shen":2010#"xin":6740#"li":3910#"expPoint":1000}
1992,192,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2000#"maximumHealth":14610#"shen":2020#"xin":6775#"li":3930#"expPoint":1000}
1993,193,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2010#"maximumHealth":14680#"shen":2030#"xin":6810#"li":3950#"expPoint":1000}
1994,194,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2020#"maximumHealth":14750#"shen":2040#"xin":6845#"li":3970#"expPoint":1000}
1995,195,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2030#"maximumHealth":14820#"shen":2050#"xin":6880#"li":3990#"expPoint":1000}
1996,196,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2040#"maximumHealth":14890#"shen":2060#"xin":6915#"li":4010#"expPoint":1000}
1997,197,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2050#"maximumHealth":14960#"shen":2070#"xin":6950#"li":4030#"expPoint":1000}
1998,198,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2060#"maximumHealth":15030#"shen":2080#"xin":6985#"li":4050#"expPoint":1000}
1999,199,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2070#"maximumHealth":15100#"shen":2090#"xin":7020#"li":4070#"expPoint":1000}
2000,200,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2080#"maximumHealth":15170#"shen":2100#"xin":7055#"li":4090#"expPoint":1000}
2001,201,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2090#"maximumHealth":15240#"shen":2110#"xin":7090#"li":4110#"expPoint":1000}
2002,202,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2100#"maximumHealth":15310#"shen":2120#"xin":7125#"li":4130#"expPoint":1000}
2003,203,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2110#"maximumHealth":15380#"shen":2130#"xin":7160#"li":4150#"expPoint":1000}
2004,204,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2120#"maximumHealth":15450#"shen":2140#"xin":7195#"li":4170#"expPoint":1000}
2005,205,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2130#"maximumHealth":15520#"shen":2150#"xin":7230#"li":4190#"expPoint":1000}
2006,206,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2140#"maximumHealth":15590#"shen":2160#"xin":7265#"li":4210#"expPoint":1000}
2007,207,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2150#"maximumHealth":15660#"shen":2170#"xin":7300#"li":4230#"expPoint":1000}
2008,208,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2160#"maximumHealth":15730#"shen":2180#"xin":7335#"li":4250#"expPoint":1000}
2009,209,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":2170#"maximumHealth":15800#"shen":2190#"xin":7370#"li":4270#"expPoint":1000}
