装备ID,可用职业,可装孔位,孔位类型,进化词条数量,进化词条库随机概率,随机基础属性,附加属性词条数量,附加属性词条库随机概率,隐藏属性词条数量,隐藏属性词条库随机概率,耐久度,装备后存在总时间,宠物受伤减免,致命加成,创建条数与权重,固定卓越词条,能否镶宝,强化特效,是否携带技能,是否携带buff,是否有变身效果,装备修理费,装备评分,套装编号,装备追加最高等级上限,成长所需材料,场景中是否显示模型,自动回收/分解,自动购买箭矢,原地复活,回收江湖币变成非绑定,每日无损复活次数,土灵符存储坐标数,宠物自动喂养,开启宝石仓库,增加经验试炼副本次数,开启装备更换方案,扩展背包格子数,扩展仓库格子数,几阶装备,装备是否可以叠加,装备叠加上限,是否掉落,价格,标记,称号档位,attribute,disableAttribute
1014011107,321#421#521#621,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,199,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":264},{}
1014011108,321#421#521#621,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,204,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":296},{}
1014011109,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,91,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":136},{}
1014011110,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,111,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":160},{}
1014011111,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,131,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":198},{}
1014011112,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,194,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":230},{}
1014011113,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,199,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":264},{}
1014011114,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,204,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":296},{}
1014011115,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,92,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":136},{}
1014011116,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,112,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":160},{}
1014011117,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,132,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":198},{}
1014011118,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,194,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":230},{}
1014011119,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,199,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":264},{}
1014011120,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,204,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":296},{}
1014012000,101#201#311#321#411#421#511#521#611#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,22,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":56},{}
1014012001,101#201#311#321#411#421#511#521#611#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,2,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":22},{}
1014012002,101#201#311#321#411#421#511#521#611#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,6,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":30},{}
1014012003,101#201#311#321#411#421#511#521#611#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,10,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":34},{}
1014012004,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,22,,,,1,,,,,,,,,,,,,5,,,,,,,{"defenseBase":56},{}
1014012005,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,33,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":70},{}
1014012006,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,53,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":92},{}
1014012007,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,73,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":108},{}
1014012008,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,93,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":136},{}
1014012009,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,113,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":160},{}
1014012010,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,133,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":198},{}
1014012011,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,22,,,,1,,,,,,,,,,,,,5,,,,,,,{"defenseBase":56},{}
1014012012,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,34,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":70},{}
1014012013,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,54,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":92},{}
1014012014,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,74,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":108},{}
1014012015,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,94,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":136},{}
1014012016,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,114,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":160},{}
1014012017,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,134,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":198},{}
1014012018,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,37,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":73},{}
1014012019,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,61,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":95},{}
1014012020,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,77,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":112},{}
1014012021,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,97,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":137},{}
1014012022,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,117,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":175},{}
1014012023,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,38,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":73},{}
1014012024,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,62,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":95},{}
1014012025,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,78,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":112},{}
1014012026,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,98,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":137},{}
1014012027,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,118,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":175},{}
1014012028,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,15,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":42},{}
1014012029,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,25,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":57},{}
1014012030,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,41,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":75},{}
1014012031,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,57,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":93},{}
1014012032,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,81,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":120},{}
1014012033,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,101,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":145},{}
1014012034,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,121,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":183},{}
1014012035,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,16,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":42},{}
1014012036,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,26,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":57},{}
1014012037,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,42,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":75},{}
1014012038,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,58,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":93},{}
1014012039,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,82,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":120},{}
1014012040,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,102,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":145},{}
1014012041,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,122,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":183},{}
1014012042,101#201#311#321#411#421#511#521#611#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,4,,,,1,,,,,,,,,,,,,4,,,,,,,{"defenseBase":24},{}
1014012043,101#201#311#321#411#421#511#521#611#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,8,,,,1,,,,,,,,,,,,,4,,,,,,,{"defenseBase":32},{}
1014012044,101#201#311#321#411#421#511#521#611#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,12,,,,1,,,,,,,,,,,,,4,,,,,,,{"defenseBase":40},{}
1014012045,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,29,,,,1,,,,,,,,,,,,,5,,,,,,,{"defenseBase":63},{}
1014012046,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,45,,,,1,,,,,,,,,,,,,5,,,,,,,{"defenseBase":84},{}
1014012047,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,65,,,,1,,,,,,,,,,,,,6,,,,,,,{"defenseBase":101},{}
1014012048,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,85,,,,1,,,,,,,,,,,,,6,,,,,,,{"defenseBase":128},{}
1014012049,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,105,,,,1,,,,,,,,,,,,,6,,,,,,,{"defenseBase":153},{}
1014012050,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,125,,,,1,,,,,,,,,,,,,6,,,,,,,{"defenseBase":191},{}
1014012051,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,30,,,,1,,,,,,,,,,,,,5,,,,,,,{"defenseBase":63},{}
1014012052,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,46,,,,1,,,,,,,,,,,,,5,,,,,,,{"defenseBase":84},{}
1014012053,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,66,,,,1,,,,,,,,,,,,,6,,,,,,,{"defenseBase":101},{}
1014012054,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,86,,,,1,,,,,,,,,,,,,6,,,,,,,{"defenseBase":128},{}
1014012055,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,106,,,,1,,,,,,,,,,,,,6,,,,,,,{"defenseBase":153},{}
1014012056,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,126,,,,1,,,,,,,,,,,,,6,,,,,,,{"defenseBase":191},{}
1014012057,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,49,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":87},{}
1014012058,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,69,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":103},{}
1014012059,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,89,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":131},{}
1014012060,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,109,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":155},{}
1014012061,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,129,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":193},{}
1014012062,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,50,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":87},{}
1014012063,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,70,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":103},{}
1014012064,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,90,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":131},{}
1014012065,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,110,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":155},{}
1014012066,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,130,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":193},{}
1014012067,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,194,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":230},{}
1014012068,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,199,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":264},{}
1014012069,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,204,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":296},{}
1014012070,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,194,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":230},{}
1014012071,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,199,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":264},{}
1014012072,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,204,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":296},{}
1014012073,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,193,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":220},{}
1014012074,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,198,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":254},{}
1014012075,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,203,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":286},{}
1014012076,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,193,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":220},{}
1014012077,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,198,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":254},{}
1014012078,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,203,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":286},{}
1014012079,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,192,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":215},{}
1014012080,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,197,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":249},{}
1014012081,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,202,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":281},{}
1014012082,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,192,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":215},{}
1014012083,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,197,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":249},{}
1014012084,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,202,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":281},{}
1014012085,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,191,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":210},{}
1014012086,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,196,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":244},{}
1014012087,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,201,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":276},{}
1014012088,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,191,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":210},{}
1014012089,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,196,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":244},{}
1014012090,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,201,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":276},{}
1014012091,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,190,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":205},{}
1014012092,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,195,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":239},{}
1014012093,311#411#511#611,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,200,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":271},{}
1014012094,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,190,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":205},{}
1014012095,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,195,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":239},{}
1014012096,321#421#521#621,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,200,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":271},{}
1014012097,311#411#511#611,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,93,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":136},{}
1014012098,311#411#511#611,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,113,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":160},{}
1014012099,311#411#511#611,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,133,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":198},{}
1014012100,311#411#511#611,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,194,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":230},{}
1014012101,311#411#511#611,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,199,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":264},{}
1014012102,311#411#511#611,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,204,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":296},{}
1014012103,321#421#521#621,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,94,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":136},{}
1014012104,321#421#521#621,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,114,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":160},{}
1014012105,321#421#521#621,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,134,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":198},{}
1014012106,321#421#521#621,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,194,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":230},{}
1014012107,321#421#521#621,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,199,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":264},{}
1014012108,321#421#521#621,6,1,0#1&1#1,11#1&12#1&13#1&14#1&15#1&16#1&17#1&18#1&19#1&20#1,,,,,,-9999,-9999,,,,,,,,,,1,204,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":296},{}
1014012109,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,93,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":136},{}
1014012110,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,113,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":160},{}
1014012111,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,133,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":198},{}
1014012112,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,194,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":230},{}
1014012113,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,199,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":264},{}
1014012114,311#411#511#611,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,204,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":296},{}
1014012115,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,94,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":136},{}
1014012116,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,114,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":160},{}
1014012117,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,134,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":198},{}
1014012118,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,194,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":230},{}
1014012119,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,199,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":264},{}
1014012120,321#421#521#621,6,1,1#1&2#1,21#1&22#1&23#1&24#1&25#1&26#1&27#1&28#1&29#1&30#1,,,,,,-9999,-9999,,,,,,,,,,1,204,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":296},{}
1014021000,102#202#312#322#412#422#512#522#612#622,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,22,,,,1,,,,,,,,,,,,,8,,,,,,,{"defenseBase":42},{}
1014021001,102#202#312#322#412#422#512#522#612#622,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":14},{}
1014021002,102#202#312#322#412#422#512#522#612#622,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,5,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":22},{}
1014021003,102#202#312#322#412#422#512#522#612#622,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,9,,,,1,,,,,,,,,,,,,1,,,,,,,{"defenseBase":26},{}
1014021004,312#412#512#612,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,22,,,,1,,,,,,,,,,,,,5,,,,,,,{"defenseBase":42},{}
1014021005,312#412#512#612,6,1,,,,,,,,-9999,-9999,,,,,,,,,,1,31,,,,1,,,,,,,,,,,,,7,,,,,,,{"defenseBase":55},{}
