技能ID,技能名称,升级经验,技能类型,技能脚本,伤害类型,学习职业,学习等级,魔法消耗,作用目标类型,攻击范围类型,攻击范围,攻速类型,CD时间（重新检查）,僵直时间,技能仇恨值,最大攻击数量,BUFF,子技能,施放距离,显示组别,组别icon,伤害飘字段数,伤害延迟
15220112,鸾鸢破天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220113,鸾鸢破天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220114,鸾鸢破天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220115,鸾鸢破天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220201,幽殃降天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220202,幽殃降天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220203,幽殃降天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220204,幽殃降天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220205,幽殃降天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220206,幽殃降天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220207,幽殃降天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220208,幽殃降天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220209,幽殃降天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220210,幽殃降天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220211,幽殃降天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220212,幽殃降天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220213,幽殃降天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220214,幽殃降天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15220215,幽殃降天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,300,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
15230101,翱鹏斩天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230102,翱鹏斩天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230103,翱鹏斩天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230104,翱鹏斩天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230105,翱鹏斩天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230106,翱鹏斩天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230107,翱鹏斩天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230108,翱鹏斩天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230109,翱鹏斩天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230110,翱鹏斩天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230111,翱鹏斩天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230112,翱鹏斩天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230113,翱鹏斩天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230114,翱鹏斩天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230115,翱鹏斩天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
15230201,极虹顶天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230202,极虹顶天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230203,极虹顶天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230204,极虹顶天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230205,极虹顶天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230206,极虹顶天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230207,极虹顶天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230208,极虹顶天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230209,极虹顶天煞,0,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230210,极虹顶天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230211,极虹顶天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230212,极虹顶天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230213,极虹顶天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230214,极虹顶天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15230215,极虹顶天煞,-1,1,hurt,1,325#425#525#625#725#825#925,115,320,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
15240101,白云出岫,0,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240102,白云出岫,0,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240103,白云出岫,0,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240104,白云出岫,0,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240105,白云出岫,0,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240106,白云出岫,0,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240107,白云出岫,0,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240108,白云出岫,0,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240109,白云出岫,0,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240110,白云出岫,-1,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240111,白云出岫,-1,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240112,白云出岫,-1,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240113,白云出岫,-1,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240114,白云出岫,-1,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240115,白云出岫,-1,1,hurt,1,315#415#515#615#715#815#915,120,340,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
15240201,一扫千骑,0,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240202,一扫千骑,0,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240203,一扫千骑,0,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240204,一扫千骑,0,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240205,一扫千骑,0,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240206,一扫千骑,0,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240207,一扫千骑,0,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240208,一扫千骑,0,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240209,一扫千骑,0,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240210,一扫千骑,-1,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240211,一扫千骑,-1,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240212,一扫千骑,-1,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240213,一扫千骑,-1,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240214,一扫千骑,-1,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15240215,一扫千骑,-1,1,hurt,1,325#425#525#625#725#825#925,120,340,1,0,,0,2000,1800,100,1,,,5,2,35000800,100,900
15250101,洛神微步,0,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250102,洛神微步,0,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250103,洛神微步,0,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250104,洛神微步,0,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250105,洛神微步,0,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250106,洛神微步,0,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250107,洛神微步,0,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250108,洛神微步,0,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250109,洛神微步,0,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250110,洛神微步,-1,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250111,洛神微步,-1,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250112,洛神微步,-1,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250113,洛神微步,-1,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250114,洛神微步,-1,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250115,洛神微步,-1,1,hurt,1,315#415#515#615#715#815#915,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,25000800,100,900
15250201,焰莲华盖,0,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250202,焰莲华盖,0,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250203,焰莲华盖,0,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250204,焰莲华盖,0,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250205,焰莲华盖,0,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250206,焰莲华盖,0,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250207,焰莲华盖,0,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250208,焰莲华盖,0,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250209,焰莲华盖,0,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250210,焰莲华盖,-1,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250211,焰莲华盖,-1,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250212,焰莲华盖,-1,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250213,焰莲华盖,-1,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250214,焰莲华盖,-1,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15250215,焰莲华盖,-1,1,hurt,1,325#425#525#625#725#825#925,120,360,1,1,15210200,0,2000,1800,100,3,,,5,2,35000800,100,1000
15260101,流转星光,0,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260102,流转星光,0,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260103,流转星光,0,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260104,流转星光,0,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260105,流转星光,0,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260106,流转星光,0,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260107,流转星光,0,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260108,流转星光,0,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260109,流转星光,0,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260110,流转星光,-1,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260111,流转星光,-1,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260112,流转星光,-1,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260113,流转星光,-1,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260114,流转星光,-1,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260115,流转星光,-1,1,hurt,1,315#415#515#615#715#815#915,130,380,1,0,,0,2000,1800,100,1,,,5,3,25000900,100,1000
15260201,血河涌动,0,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260202,血河涌动,0,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260203,血河涌动,0,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260204,血河涌动,0,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260205,血河涌动,0,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260206,血河涌动,0,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260207,血河涌动,0,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260208,血河涌动,0,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260209,血河涌动,0,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260210,血河涌动,-1,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260211,血河涌动,-1,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260212,血河涌动,-1,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260213,血河涌动,-1,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260214,血河涌动,-1,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15260215,血河涌动,-1,1,hurt,1,325#425#525#625#725#825#925,130,380,1,0,,0,2000,1800,100,1,,,5,3,35000900,100,900
15270101,佛法无量,0,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270102,佛法无量,0,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270103,佛法无量,0,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270104,佛法无量,0,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270105,佛法无量,0,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270106,佛法无量,0,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270107,佛法无量,0,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270108,佛法无量,0,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270109,佛法无量,0,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270110,佛法无量,-1,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270111,佛法无量,-1,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270112,佛法无量,-1,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270113,佛法无量,-1,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270114,佛法无量,-1,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270115,佛法无量,-1,1,hurt,1,315#415#515#615#715#815#915,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,25000900,100,1000
15270201,血云齐天,0,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270202,血云齐天,0,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270203,血云齐天,0,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270204,血云齐天,0,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270205,血云齐天,0,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270206,血云齐天,0,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270207,血云齐天,0,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270208,血云齐天,0,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270209,血云齐天,0,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270210,血云齐天,-1,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270211,血云齐天,-1,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270212,血云齐天,-1,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270213,血云齐天,-1,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270214,血云齐天,-1,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15270215,血云齐天,-1,1,hurt,1,325#425#525#625#725#825#925,130,400,1,1,15210200,0,2000,1800,100,3,,,5,3,35000900,100,1000
15510101,运气疗伤,-1,2,buff,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,1,15,2,0,,0,2000,1800,100,1,,,9,2,15000300,,
15520101,回气疗伤,-1,2,buff,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,15,20,2,3,,0,2000,1800,100,3,202020001,,9,2,15000300,,
15530101,聚气疗伤,-1,2,buff,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,35,25,2,3,,0,2000,1800,100,9,202030001,,9,2,15000300,,
15540101,太极五行,-1,2,buff,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,20,15,2,0,,0,2000,1800,100,1,,,9,3,15000400,,
15550101,太极八卦,-1,2,buff,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,25,20,2,3,,0,2000,1800,100,3,202050001,,9,3,15000400,,
15560101,太极罡气,-1,2,buff,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,30,25,2,3,,0,2000,1800,100,9,202060001,,9,3,15000400,,
15570101,强筋护体,-1,2,buff,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,40,30,2,3,,0,2000,1800,100,9,202070001,,9,4,15000500,,
15580101,身轻如燕,-1,2,buff,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,45,40,2,3,,0,2000,1800,100,9,202080001,,9,4,15000500,,
15590101,九转回心,-1,2,buff,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,55,45,2,3,,0,2000,1800,100,9,202090001,,9,4,15000500,,
16011001,鸾鸢破天翔,0,1,hurt,1,,1,0,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
16012001,幽殃降天煞,0,1,hurt,1,,1,0,1,0,,0,2000,1800,100,1,,,5,1,35000700,40#60,650
16013001,翱鹏斩天翔,0,1,hurt,1,,1,0,1,1,15210200,0,2000,1800,100,3,,,5,1,25000700,100,1000
16014001,极虹顶天煞,0,1,hurt,1,,1,0,1,1,15210200,0,2000,1800,100,3,,,5,1,35000700,100,700
16015001,白云出岫,0,1,hurt,1,,1,0,1,0,,0,2000,1800,100,1,,,5,2,25000800,100,1000
