BUFFid,BUFF名称,BUFF类型,BUFF子类型,BUFF参数,BUFF参数2,BUFF参数3,触发时机,首次执行延迟,执行间隔,消除类型,执行对象,是否可共存,优先级,持续时间参数,BUFF属性,buff群,该buff无法覆盖,BUFF属性组,buff描述,进试炼塔是否清除该buff,buff伤害是否独立飘数字,buff效果文字飘字,战力值
201650040,千蛛万手Lv.40,16,1602,16000,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,40,,,,,{"moveSpeed_mul":0},,,,,
201650041,千蛛万手Lv.41,16,1602,16200,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,41,,,,,{"moveSpeed_mul":0},,,,,
201650042,千蛛万手Lv.42,16,1602,16400,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,42,,,,,{"moveSpeed_mul":0},,,,,
201650043,千蛛万手Lv.43,16,1602,16600,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,43,,,,,{"moveSpeed_mul":0},,,,,
201650044,千蛛万手Lv.44,16,1602,16800,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,44,,,,,{"moveSpeed_mul":0},,,,,
201650045,千蛛万手Lv.45,16,1602,17000,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,45,,,,,{"moveSpeed_mul":0},,,,,
201650046,千蛛万手Lv.46,16,1602,17200,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,46,,,,,{"moveSpeed_mul":0},,,,,
201650047,千蛛万手Lv.47,16,1602,17400,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,47,,,,,{"moveSpeed_mul":0},,,,,
201650048,千蛛万手Lv.48,16,1602,17600,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,48,,,,,{"moveSpeed_mul":0},,,,,
201650049,千蛛万手Lv.49,16,1602,17800,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,49,,,,,{"moveSpeed_mul":0},,,,,
201650050,千蛛万手Lv.50,16,1602,18000,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,50,,,,,{"moveSpeed_mul":0},,,,,
201650051,千蛛万手Lv.51,16,1602,18200,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,51,,,,,{"moveSpeed_mul":0},,,,,
201650052,千蛛万手Lv.52,16,1602,18400,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,52,,,,,{"moveSpeed_mul":0},,,,,
201650053,千蛛万手Lv.53,16,1602,18600,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,53,,,,,{"moveSpeed_mul":0},,,,,
201650054,千蛛万手Lv.54,16,1602,18800,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,54,,,,,{"moveSpeed_mul":0},,,,,
201650055,千蛛万手Lv.55,16,1602,19000,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,55,,,,,{"moveSpeed_mul":0},,,,,
201650056,千蛛万手Lv.56,16,1602,19200,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,56,,,,,{"moveSpeed_mul":0},,,,,
201650057,千蛛万手Lv.57,16,1602,19400,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,57,,,,,{"moveSpeed_mul":0},,,,,
201650058,千蛛万手Lv.58,16,1602,19600,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,58,,,,,{"moveSpeed_mul":0},,,,,
201650059,千蛛万手Lv.59,16,1602,19800,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,59,,,,,{"moveSpeed_mul":0},,,,,
201650060,千蛛万手Lv.60,16,1602,20000,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,60,,,,,{"moveSpeed_mul":0},,,,,
201650061,千蛛万手Lv.61,16,1602,20100,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,61,,,,,{"moveSpeed_mul":0},,,,,
201650062,千蛛万手Lv.62,16,1602,20200,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,62,,,,,{"moveSpeed_mul":0},,,,,
201650063,千蛛万手Lv.63,16,1602,20300,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,63,,,,,{"moveSpeed_mul":0},,,,,
201650064,千蛛万手Lv.64,16,1602,20400,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,64,,,,,{"moveSpeed_mul":0},,,,,
201650065,千蛛万手Lv.65,16,1602,20500,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,65,,,,,{"moveSpeed_mul":0},,,,,
201650066,千蛛万手Lv.66,16,1602,20600,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,66,,,,,{"moveSpeed_mul":0},,,,,
201650067,千蛛万手Lv.67,16,1602,20700,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,67,,,,,{"moveSpeed_mul":0},,,,,
201650068,千蛛万手Lv.68,16,1602,20800,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,68,,,,,{"moveSpeed_mul":0},,,,,
201650069,千蛛万手Lv.69,16,1602,20900,202001701#202001702#202001703#202001704#202001705#202001706#202001707#202001708#202001709#202001710#202001711#202001712#202001801#202001802#202001803#202001804#202001805#202001806#202001807#202001808#202001809#202001810#202001811#202001812#202001901#202001902#202001903#202001904#202001905#202001906#202001907#202001908#202001909#202001910#202001911#202001912#202002001#202002002#202002003#202002004#202002005#202002006#202002007#202002008#202002009#202002010#202002011#202002012,,0,0,0,13,5,201650001,69,,,,,{"moveSpeed_mul":0},,,,,
