ID,标识物品废弃,道具名称,图标,道具类型,子类型,X轴,Y轴,使用条件201&$M$2&O7&$P$2&101&$M$2&P7&$P$2&301&$M$2&Q7&$P$2&401&$M$2&R7&$P$2&501&$M$2&S7,可用职业,可用性别,需要等级,阵营要求,特殊归属保护时间,品质,聊天颜色显示,tips颜色显示,战斗力,是否绑定,堆叠数量,使用效果,道具参数,自动使用,使用cd,共用CD组,使用次数,获取次数,拾取次数,整理排序,售价,回收额外获得,捐献贡献,是否可以销毁,拍卖行底价,物品使用条件（服务器）,是否会掉落,服务器日志（记录物品的来源和去向）,掉落日志,道具有效时间,对应非绑定道具id,是否拍卖,价格限制,是否获得即使用,离开副本后道具状态,拍卖公示时间,最小上架数量,推荐价格,竞价幅度,时装标示,死亡购买使用道具,交易行购买后是否变为绑定,日志记录,未拾取邮件补发物品标记,是否可存入仓库,时装系列
1530000001,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000002,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000003,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000004,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000005,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000006,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000007,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000008,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000009,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000010,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000011,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000012,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000013,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000014,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1530000015,,纹龙左手,9001036,2,153,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000001,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000002,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000003,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000004,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000005,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000006,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000007,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000008,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000009,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000010,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000011,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000012,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000013,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000014,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1540000015,,纹龙右手,9001036,2,154,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000001,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000002,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000003,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000004,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000005,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000006,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000007,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000008,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000009,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000010,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000011,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000012,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000013,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000014,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1550000015,,纹龙战靴,9001037,2,155,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000001,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000002,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000003,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000004,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000005,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000006,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000007,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000008,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000009,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000010,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000011,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000012,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000013,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000014,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1560000015,,纹龙项链,9001039,2,156,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000001,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000002,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000003,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000004,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000005,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000006,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000007,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000008,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000009,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000010,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000011,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000012,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000013,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000014,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1570000015,,纹龙左环,9001040,2,157,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000001,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000002,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000003,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000004,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000005,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000006,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000007,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000008,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000009,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000010,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000011,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000012,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000013,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000014,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1580000015,,纹龙右环,9001040,2,158,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000001,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000002,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000003,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000004,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000005,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000006,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000007,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000008,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000009,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000010,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000011,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000012,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000013,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000014,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1590000015,,纹龙左戒,9001038,2,159,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000001,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000002,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000003,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000004,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000005,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000006,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000007,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000008,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000009,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000010,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000011,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000012,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000013,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000014,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1600000015,,纹龙右戒,9001038,2,160,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1610000001,,昆仑,9001120,2,161,1,1,,0,0,100,0,,2,2,2,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,-1,0,1,
1610000002,,昆仑,9001120,2,161,1,1,,0,0,100,0,,3,3,3,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,-1,0,1,
1610000003,,昆仑,9001120,2,161,1,1,,0,0,100,0,,4,4,4,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,-1,0,1,
1610000004,,昆仑,9001120,2,161,1,1,,0,0,100,0,,5,5,5,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1610000005,,昆仑,9001120,2,161,1,1,,0,0,100,0,,6,6,6,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1610000006,,昆仑,9001120,2,161,1,1,,0,0,100,0,,2,2,2,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,-1,0,1,
1610000007,,昆仑,9001120,2,161,1,1,,0,0,100,0,,3,3,3,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,-1,0,1,
1610000008,,昆仑,9001120,2,161,1,1,,0,0,100,0,,4,4,4,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,-1,0,1,
1610000009,,昆仑,9001120,2,161,1,1,,0,0,100,0,,5,5,5,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1610000010,,昆仑,9001120,2,161,1,1,,0,0,100,0,,6,6,6,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1610000011,,昆仑,9001120,2,161,1,1,,0,0,100,0,,2,2,2,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,-1,0,1,
1610000012,,昆仑,9001120,2,161,1,1,,0,0,100,0,,3,3,3,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,-1,0,1,
1610000013,,昆仑,9001120,2,161,1,1,,0,0,100,0,,4,4,4,,0,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,-1,0,1,
